geneID	symbol	chromosome	start_pos	end_pos	orientation	description	TSS	aliases
105242797	Gm38910	chr6	134605232.0	134608003.0	minus		134608003	
67729	Mansc1	chr6	134609207.0	134632488.0	minus	MANSC domain containing 1	134632488	9130403P13Rik
67774	Borcs5	chr6	134639512.0	134711184.0	plus	BLOC-1 related complex subunit 5	134639512	5830457J20Rik, AW124643, Loh12cr1
70686	Dusp16	chr6	134715468.0	134807063.0	minus	dual specificity phosphatase 16	134807063	3830417M17Rik, AW558566, D6Ertd213e, MKP-7, MKP7, Mkpm
102640204	Gm36328	chr6	134753880.0	134755199.0	plus		134753880	
232430	Crebl2	chr6	134830127.0	134880580.0	plus	cAMP responsive element binding protein-like 2	134830127	AI046348, B230205M03
14760	Gpr19	chr6	134869092.0	134898194.0	minus	G protein-coupled receptor 19	134898194	
72813	2810454H06Rik	chr6	134897961.0	134900785.0	plus	RIKEN cDNA 2810454H06 gene	134897961	
12576	Cdkn1b	chr6	134920401.0	134925525.0	plus	cyclin-dependent kinase inhibitor 1B	134920401	AA408329, AI843786, Kip1, p27, p27Kip1
381822	Lockd	chr6	134929092.0	134951718.0	plus	lncRNA downstream of Cdkn1b	134929092	1190002F15Rik, AI120476, Droc
381823	Apold1	chr6	134982001.0	134986836.0	plus	apolipoprotein L domain containing 1	134982001	Gm1075
67755	Ddx47	chr6	135011612.0	135023776.0	plus	DEAD box helicase 47	135011612	4930588A18Rik, C77285
232431	Gprc5a	chr6	135065662.0	135084709.0	plus	G protein-coupled receptor, family C, group 5, member A	135065662	Rai3, Raig1
93746	Gprc5d	chr6	135105991.0	135118283.0	minus	G protein-coupled receptor, family C, group 5, member D	135118283	
101056231	Gm29803	chr6	135134071.0	135134447.0	minus	predicted gene, 29803	135134447	
15199	Hebp1	chr6	135137519.0	135168215.0	minus	heme binding protein 1	135168215	Hebp, p22HBP
115486364	Gm22881	chr6	135148648.0	135148781.0	plus		135148648	
102637629	Gm34391	chr6	135171134.0	135172259.0	minus		135172259	
100502888	Gm19434	chr6	135188480.0	135194959.0	plus	predicted gene, 19434	135188480	
74525	Fam234b	chr6	135196880.0	135236242.0	plus	family with sequence similarity 234, member B	135196880	8430419L09Rik, mKIAA1467
14840	Gsg1	chr6	135237329.0	135254336.0	minus	germ cell associated 1	135254336	
102640621	Gm36640	chr6	135279552.0	135313999.0	plus		135279552	
76400	Pbp2	chr6	135309129.0	135310384.0	minus	phosphatidylethanolamine binding protein 2	135310384	1700023A18Rik, AI326308, Pebp-2, Pebp2
102640545	Gm36582	chr6	135312155.0	135319561.0	minus	predicted gene, 36582	135319561	
100043890	Dynlt1-ps1	chr6	135349082.0	135349788.0	minus	dynein light chain Tctex-type 1, pseuodogene 1	135349788	
13730	Emp1	chr6	135362550.0	135383173.0	plus	epithelial membrane protein 1	135362550	I-8-09, TMP
108169173	Gm25136	chr6	135526543.0	135584260.0	plus		135526543	
75024	4930425L21Rik	chr6	135658913.0	135683391.0	plus	RIKEN cDNA 4930425L21 gene	135658913	4930473P14Rik
14812	Grin2b	chr6	135713221.0	136173615.0	minus	glutamate receptor, ionotropic, NMDA2B (epsilon 2)	136173615	AW490526, GluN2B, GluRepsilon2, Nmdar2b, NR2B
105242800	Gm14329	chr6	135732870.0	135744302.0	plus		135732870	
105244879	Gm14330	chr6	135852359.0	135886009.0	plus		135852359	
102640808	Gm26653	chr6	136173028.0	136175710.0	plus		136173028	
115490501	Gm26105	chr6	136281227.0	136281416.0	plus		136281227	
668137	Eif4a3l1	chr6	136327539.0	136329983.0	plus	eukaryotic translation initiation factor 4A3 like 1	136327539	B020013A22Rik, EG668137, Gm8994
632216	Gm15476	chr6	136383668.0	136384917.0	plus	predicted gene 15476	136383668	EG632216
100502936	E330021D16Rik	chr6	136400312.0	136419873.0	minus	RIKEN cDNA E330021D16 gene	136419873	C85549
627022	Gm6728	chr6	136486125.0	136487186.0	minus	predicted gene 6728	136487186	EG627022
108169174	Gm44140	chr6	136488109.0	136518753.0	minus		136518753	
100043893	Rpl36a-ps3	chr6	136488735.0	136489200.0	plus	ribosomal protein L36A, pseudogene 3	136488735	Gm10316
54343	Atf7ip	chr6	136518789.0	136610850.0	plus	activating transcription factor 7 interacting protein	136518789	2610204M12Rik, AM, Mcaf1
66857	Plbd1	chr6	136612071.0	136662303.0	minus	phospholipase B domain containing 1	136662303	1100001H23Rik
105242802	Gm4714	chr6	136694663.0	136696107.0	minus		136696107	
14917	Gucy2c	chr6	136697284.0	136781742.0	minus	guanylate cyclase 2c	136781742	AI893437, GC-C, Gcc
320332	H4f16	chr6	136803993.0	136804431.0	minus	H4 histone 16	136804431	B130044J01Rik, H4-16, H4c1, H4c11, H4c12, H4c14, H4c2, H4c3, H4c4, H4c6, H4c8, H4c9, Hist4h4
232440	H2aj	chr6	136808248.0	136810074.0	plus	H2J.A histone	136808248	E130307C13, H2afj
60321	Wbp11	chr6	136813654.0	136828216.0	minus	WW domain binding protein 11	136828216	2510026P17Rik, D6Wsu113e, Npwbp, SIPP1
320135	BC049715	chr6	136828160.0	136841920.0	plus	cDNA sequence BC049715	136828160	
654818	Smco3	chr6	136829931.0	136835450.0	minus	single-pass membrane protein with coiled-coil domains 3	136835450	C030030A07Rik
109978	Art4	chr6	136848451.0	136857600.0	minus	ADP-ribosyltransferase 4	136857600	4432404K01Rik, ARTC4, DO, DOK1
17313	Mgp	chr6	136872435.0	136875823.0	minus	matrix Gla protein	136875823	Mglap
69187	Erp27	chr6	136907314.0	136922461.0	minus	endoplasmic reticulum protein 27	136922461	1810033M07Rik, 1810047B09Rik
11857	Arhgdib	chr6	136923655.0	136941899.0	minus	Rho, GDP dissociation inhibitor (GDI) beta	136941899	D4, Gdid4, Ly-GDI
78600	Pde6h	chr6	136952218.0	136963485.0	plus	phosphodiesterase 6H, cGMP-specific, cone, gamma	136952218	A930033D18Rik, PDEgamma
102631813	Gm30055	chr6	136980814.0	136987398.0	plus		136980814	
232441	Rerg	chr6	137054825.0	137170496.0	minus	RAS-like, estrogen-regulated, growth-inhibitor	137170496	
19277	Ptpro	chr6	137252299.0	137464634.0	plus	protein tyrosine phosphatase, receptor type, O	137252299	D28, GLEPP1, PTPBK, Ptpn15, PTPoc, PTPphi, PTPROt, PTPU2, R-PTP-O
13860	Eps8	chr6	137477245.0	137649397.0	minus	epidermal growth factor receptor pathway substrate 8	137649397	AW261790
20901	Strap	chr6	137735082.0	137751930.0	plus	serine/threonine kinase receptor associated protein	137735082	AW557906, C78091, C79202, Unrip
232449	Dera	chr6	137754577.0	137837872.0	plus	deoxyribose-phosphate aldolase (putative)	137754577	2010002D22Rik, 2500002K03Rik, DEOC
277898	Slc15a5	chr6	137983586.0	138079916.0	minus	solute carrier family 15, member 5	138079916	9830102E05Rik
56615	Mgst1	chr6	138140527.0	138156755.0	plus	microsomal glutathione S-transferase 1	138140527	1500002K10Rik, Gst
109593	Lmo3	chr6	138362918.0	138582206.0	minus	LIM domain only 3	138582206	AI854781, BB106490, Lmo-3, Rbtn-3, Rbtn3
319702	A830011K09Rik	chr6	138423105.0	138429592.0	plus	RIKEN cDNA A830011K09 gene	138423105	
102632192	Gm30332	chr6	138443973.0	138461615.0	plus	predicted gene, 30332	138443973	
77982	B230110G15Rik	chr6	138580624.0	138599314.0	plus	RIKEN cDNA B230110G15 gene	138580624	
50540	Igbp1b	chr6	138657089.0	138658454.0	minus	immunoglobulin (CD79A) binding protein 1b	138658454	alpha4-b
668196	Gm9038	chr6	138859521.0	138860132.0	minus	predicted gene 9038	138860132	EG668196
115490473	Gm25434	chr6	139196065.0	139196231.0	minus		139196231	
70962	4922502N22Rik	chr6	139315597.0	139322576.0	minus	RIKEN cDNA 4922502N22 gene	139322576	
632971	Rergl	chr6	139493182.0	139501909.0	minus	RERG/RAS-like	139501909	EG632971
73918	4930404I20Rik	chr6	139555598.0	139558120.0	minus		139558120	
18705	Pik3c2g	chr6	139614072.0	139969284.0	plus	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma	139614072	C80387, PI3K-C2-gamma
114875	Plcz1	chr6	139987396.0	140041488.0	minus	phospholipase C, zeta 1	140041488	1700041H07Rik, PLCzeta
12344	Capza3	chr6	140041557.0	140042837.0	plus	capping protein (actin filament) muscle Z-line, alpha 3	140041557	510-4, Cappa3, Gsg3, repro32, Tex8
108167349	Gm44156	chr6	140056096.0	140059338.0	minus		140059338	
269810	Gm5051	chr6	140420139.0	140420655.0	plus		140420139	
109135	Plekha5	chr6	140423639.0	140597110.0	plus	pleckstrin homology domain containing, family A member 5	140423639	2810431N21Rik, AI428202, AK129423, AMH-Cre, Ayu21-9, Gt(pU21)9Imeg, Pepp2, Tg(AMH-cre)1Flor
11569	Aebp2	chr6	140622454.0	140678472.0	plus	AE binding protein 2	140622454	AU023766, B230313N05Rik
664868	Rpl38-ps2	chr6	140746919.0	140747216.0	minus	ribosomal protein L38, pseudogene 2	140747216	EG664868, Gm7379
102632457	Gm30524	chr6	140955633.0	141046021.0	plus		140955633	
664875	Gm7384	chr6	141138029.0	141138617.0	plus	predicted gene 7384	141138029	EG664875
102632597	Gm28523	chr6	141244767.0	141250655.0	minus		141250655	
54611	Pde3a	chr6	141249269.0	141506862.0	plus	phosphodiesterase 3A, cGMP inhibited	141249269	A930022O17Rik, C87899
100093700	Gm10400	chr6	141340553.0	141344387.0	plus	predicted gene 10400	141340553	
58807	Slco1c1	chr6	141524354.0	141570177.0	plus	solute carrier organic anion transporter family, member 1c1	141524354	OATP-14, OATP-F, Oatp2, Oatpf, Slc21a14
28253	Slco1b2	chr6	141629452.0	141686646.0	plus	solute carrier organic anion transporter family, member 1b2	141629452	7330442B20Rik, lst-1, mlst-1, OATP-C, Oatp1b2, OATP2, Oatp4, Slc21a10, Slc21a6
435927	Gm5724	chr6	141707696.0	141778119.0	minus	predicted gene 5724	141778119	EG435927
28250	Slco1a4	chr6	141805438.0	141856284.0	minus	solute carrier organic anion transporter family, member 1a4	141856284	AI785519, Oatp1a4, Oatp2, Slc21a5
102632806	Gm30784	chr6	141866356.0	141875620.0	plus		141866356	
28248	Slco1a1	chr6	141907281.0	141946962.0	minus	solute carrier organic anion transporter family, member 1a1	141946962	A530084B21, OATP-1, Oatp1, Oatp1a1, Slc21a1
625716	Gm6614	chr6	141971833.0	142012263.0	minus	predicted gene 6614	142012263	EG625716
28254	Slco1a6	chr6	142085761.0	142186177.0	minus	solute carrier organic anion transporter family, member 1a6	142186177	4930422F19Rik, AI790453, Oatp-5, Oatp5, Slc21a13
100416560	Gm18159	chr6	142110450.0	142111522.0	plus	predicted gene, 18159	142110450	
108096	Slco1a5	chr6	142234227.0	142322981.0	minus	solute carrier organic anion transporter family, member 1a5	142322981	Oatp-3, Oatp3, Slc21a7
15874	Iapp	chr6	142298425.0	142303820.0	plus	islet amyloid polypeptide	142298425	DAP
232491	Pyroxd1	chr6	142345627.0	142362729.0	plus	pyridine nucleotide-disulphide oxidoreductase domain 1	142345627	
19691	Recql	chr6	142350342.0	142387100.0	minus	RecQ protein-like	142387100	RecQ1
66964	Golt1b	chr6	142387211.0	142413835.0	plus	golgi transport 1B	142387211	2310061A22Rik, AA407874, AU024291, CGI-141
319552	Spx	chr6	142413388.0	142419740.0	plus	spexin hormone	142413388	B230216G23Rik, Npq
232493	Gys2	chr6	142422612.0	142473130.0	minus	glycogen synthase 2	142473130	BC021322, LGS
16832	Ldhb	chr6	142490249.0	142507957.0	minus	lactate dehydrogenase B	142507957	AI790582, H-Ldh, Ldh-2, LDH-B, LDH-H, Ldh2
16523	Kcnj8	chr6	142564837.0	142571614.0	minus	potassium inwardly-rectifying channel, subfamily J, member 8	142571614	AI448900, gnite, Kir6.1, slmbr, sltr, uKATP-1
20928	Abcc9	chr6	142587862.0	142702766.0	minus	ATP-binding cassette, sub-family C (CFTR/MRP), member 9	142702766	AI414027, AI449286, Sur2, SUR2A, SUR2B
321015	5330439B14Rik	chr6	142614595.0	142626462.0	plus	RIKEN cDNA 5330439B14 gene	142614595	
12764	Cmas	chr6	142756686.0	142775714.0	plus	cytidine monophospho-N-acetylneuraminic acid synthetase	142756686	AW208911, CMPNeu5Ac, D6Bwg0250e
330440	Sult6b2	chr6	142785781.0	142804466.0	minus	sulfotransferase family 6B, member 2	142804466	Gm766
665037	Gm7457	chr6	142814231.0	142833494.0	plus	predicted gene 7457	142814231	EG665037
20449	St8sia1	chr6	142821541.0	142989528.0	minus	ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1	142989528	9330109E03Rik, GD3S, Sia-T, Siat8, Siat8a
665056	Gm7468	chr6	142970680.0	142971334.0	minus		142971334	
74741	C2cd5	chr6	143010920.0	143100155.0	minus	C2 calcium-dependent domain containing 5	143100155	5730419I09Rik, C030008B15Rik, CDP138
102633311	Gm31108	chr6	143109214.0	143153931.0	minus	predicted gene, 31108	143153931	Gm31169
75320	Etnk1	chr6	143166866.0	143208546.0	plus	ethanolamine kinase 1	143166866	1110061E11Rik, 4930555L11Rik, AI195356, AI841245, C80956, D6Ertd3e, EKI1
52285	D6Ertd474e	chr6	143245888.0	143297879.0	plus	DNA segment, Chr 6, ERATO Doi 474, expressed	143245888	1700001I24Rik, AU023129
115486349	Gm23272	chr6	143465269.0	143465398.0	minus		143465398	
75904	4930579D09Rik	chr6	143533965.0	143535508.0	minus	RIKEN cDNA 4930579D09 gene	143535508	
73425	1700060C16Rik	chr6	143593353.0	143651288.0	minus	RIKEN cDNA 1700060C16 gene	143651288	
20678	Sox5	chr6	143828425.0	144782287.0	minus	SRY (sex determining region Y)-box 5	144782287	A730017D01Rik, AI528773
66760	Sox5os3	chr6	144672868.0	144693832.0	plus	SRY (sex determining region Y)-box 5, opposite strand 3	144672868	4933425H06Rik
102633928	Sox5os4	chr6	144759301.0	144760071.0	plus		144759301	
115486369	Gm22792	chr6	144803500.0	144803632.0	minus		144803632	
12035	Bcat1	chr6	144993835.0	145076157.0	minus	branched chain aminotransferase 1, cytosolic	145076157	BCATc, Eca39
102634839	Gm26666	chr6	145047559.0	145063136.0	plus		145047559	
16970	Lrmp	chr6	145111715.0	145174929.0	plus	lymphoid-restricted membrane protein	145111715	D6Int3, D6Int4, D6Int5, D6Int7, D6Int8, Irag2, Jaw1
320662	Casc1	chr6	145174833.0	145211017.0	minus	cancer susceptibility candidate 1	145211017	A230084G12Rik, Las1
105242817	Gm15543	chr6	145182275.0	145187630.0	plus	predicted gene 15543	145182275	
67636	Etfrf1	chr6	145211134.0	145217368.0	plus	electron transfer flavoprotein regulatory factor 1	145211134	4930469P12Rik, AL022899, Ghiso, Lyrm5
16653	Kras	chr6	145216699.0	145250420.0	minus	Kirsten rat sarcoma viral oncogene homolog	145250420	AI929937, c-K-ras, c-Ki-ras, K-ras, K-Ras, K-Ras 2, Ki-ras, Kras-2, Kras2, p21B, ras
100039495	Gm15706	chr6	145250529.0	145251849.0	plus	predicted gene 15706	145250529	
100042866	Rps25-ps1	chr6	145266359.0	145266851.0	plus	ribosomal protein S25, pseudogene 1	145266359	Gm10206
546917	Gm15707	chr6	145315134.0	145316712.0	minus	predicted gene 15707	145316712	EG546917
115486377	Gm23498	chr6	145366858.0	145366944.0	plus		145366858	
381827	1700073E17Rik	chr6	145387625.0	145392224.0	plus	RIKEN cDNA 1700073E17 gene	145387625	
74071	Lmntd1	chr6	145389314.0	145450767.0	minus	lamin tail domain containing 1	145450767	4933403M22Rik, AI482300, Ifltd1, Lmna-rs1, Lmna1
102635225	Gm15499	chr6	145442870.0	145455305.0	plus		145442870	
115486366	Gm25373	chr6	145464189.0	145464303.0	plus		145464189	
22147	Tuba3b	chr6	145615963.0	145621477.0	plus	tubulin, alpha 3B	145615963	M[a]7, Tuba7
102641081	Gm15704	chr6	145741127.0	145748374.0	minus		145748374	
71323	Rassf8	chr6	145746561.0	145821079.0	plus	Ras association (RalGDS/AF-6) domain family (N-terminal) member 8	145746561	5133400D11Rik, AA815821, AW123240, Hoj1, mHoj-1
79362	Bhlhe41	chr6	145858243.0	145865420.0	minus	basic helix-loop-helix family, member e41	145865420	6430520M22Rik, Bhlhb2l, Bhlhb3, DEC2, Sharp1
16651	Sspn	chr6	145931873.0	145965225.0	plus	sarcospan	145931873	Krag
102635626	Gm32914	chr6	145999536.0	146014104.0	minus		146014104	
16439	Itpr2	chr6	146108299.0	146502258.0	minus	inositol 1,4,5-triphosphate receptor 2	146502258	AI649341, InsP3R-2, InsP3R-5, insP3R2, Ip3r2, Itpr5
71177	Ints13	chr6	146549632.0	146577835.0	minus	integrator complex subunit 13	146577835	4933424B01Rik, Asun, Spata30
67529	Fgfr1op2	chr6	146577903.0	146599198.0	plus	FGFR1 oncogene partner 2	146577903	1500031J01Rik
67623	Tm7sf3	chr6	146602276.0	146634605.0	minus	transmembrane 7 superfamily member 3	146634605	2010003B14Rik, NARP1
108098	Med21	chr6	146642579.0	146650600.0	plus	mediator complex subunit 21	146642579	0610007L03Rik, AI449604, D19234, D6Ertd782e, Srb7, Surb7
626175	Gm6654	chr6	146647177.0	146647802.0	minus	predicted pseudogene 6654	146647802	EG626175
74925	4930479D17Rik	chr6	146657218.0	146665403.0	plus	RIKEN cDNA 4930479D17 gene	146657218	
232533	Stk38l	chr6	146724930.0	146778814.0	plus	serine/threonine kinase 38 like	146724930	4930473A22Rik, Ndr2, Ndr54
621842	Gm6266	chr6	146782446.0	146783313.0	plus	predicted gene 6266	146782446	EG621842
272322	Arntl2	chr6	146794729.0	146833529.0	plus	aryl hydrocarbon receptor nuclear translocator-like 2	146794729	4632430A05Rik, bHLHe6, BMAL2, CLIF, MOP9
69371	Smco2	chr6	146850110.0	146871404.0	plus	single-pass membrane protein with coiled-coil domains 2	146850110	1700023A16Rik
67533	Ppfibp1	chr6	146886609.0	147032025.0	plus	PTPRF interacting protein, binding protein 1 (liprin beta 1)	146886609	4632409B19Rik, AW214454, AW261454
73344	1700034J05Rik	chr6	146951301.0	146954439.0	minus	RIKEN cDNA 1700034J05 gene	146954439	
102639604	Gm35876	chr6	147027503.0	147029553.0	plus		147027503	
66532	Rep15	chr6	147032537.0	147033518.0	plus	RAB15 effector protein	147032537	2210417D09Rik
232536	Mrps35	chr6	147042728.0	147070906.0	plus	mitochondrial ribosomal protein S35	147042728	MDSO23, MRP-S28, MRPS28
545893	Mansc4	chr6	147075062.0	147087032.0	minus	MANSC domain containing 4	147087032	A430079E08, EG545893, Gm5887
232539	Klhl42	chr6	147090615.0	147112778.0	plus	kelch-like 42	147090615	A330079N23Rik, AI450355, C230080I20Rik, Ctb9, Klhdc5, mKIAA1340
665288	Gm7571	chr6	147173481.0	147175116.0	plus	predicted gene 7571	147173481	EG665288
100039641	E330012B07Rik	chr6	147180241.0	147208294.0	plus	RIKEN cDNA E330012B07 gene	147180241	Gm15768
102639797	Gm15767	chr6	147242215.0	147243801.0	minus	predicted gene 15767	147243801	
19227	Pthlh	chr6	147252109.0	147264013.0	minus	parathyroid hormone-like peptide	147264013	PLP, PTH-like, Pthrp
100416271	Gm15766	chr6	147271770.0	147272706.0	plus	predicted gene 15766	147271770	
622129	Gm6288	chr6	147438169.0	147476283.0	minus		147476283	
67015	Ccdc91	chr6	147475871.0	147632613.0	plus	coiled-coil domain containing 91	147475871	1700086G08Rik, 1810060J02Rik, AU045683, AW555238, p56
100039727	1700049E15Rik	chr6	147690241.0	147702374.0	plus	RIKEN cDNA 1700049E15 gene	147690241	Gm15761
100039736	Gm15762	chr6	147709566.0	147720455.0	minus		147720455	
330450	Far2	chr6	148047416.0	148182758.0	plus	fatty acyl CoA reductase 2	148047416	A230046P18, AW048109, BC055759, Mlstd1
115489344	Far2os1	chr6	148062434.0	148067875.0	minus		148067875	
67456	Ergic2	chr6	148179318.0	148212388.0	minus	ERGIC and golgi 2	148212388	1200009B18Rik, 4930572C01Rik, AA408438, Ptx1
320737	4732416N19Rik	chr6	148212288.0	148235663.0	plus	RIKEN cDNA 4732416N19 gene	148212288	
387314	Tmtc1	chr6	148232430.0	148444770.0	minus	transmembrane and tetratricopeptide repeat containing 1	148444770	Arg99, BC023818
66184	Rps4l	chr6	148354656.0	148355596.0	plus	ribosomal protein S4-like	148354656	1110033J19Rik, AA407494, Rps4y2
622319	Gm6313	chr6	148606786.0	148614309.0	minus	predicted gene 6313	148614309	EG622319
75831	4930528G23Rik	chr6	148659978.0	148678000.0	minus	RIKEN cDNA 4930528G23 gene	148678000	
665372	Gm15778	chr6	148698832.0	148699763.0	minus	predicted gene 15778	148699763	EG665372
320727	Ipo8	chr6	148770683.0	148832931.0	minus	importin 8	148832931	6230418K12Rik, Abcc10, C130009K11Rik, MRP7, OM-1, Om1, Ranbp8
105242826	2610017A05Rik	chr6	148831620.0	148833114.0	plus		148831620	
232560	Caprin2	chr6	148842492.0	148896257.0	minus	caprin family member 2	148896257	Adir, C1qdc1, Eeg1, rng140
665395	Gm7618	chr6	148900861.0	148901169.0	minus	predicted pseudogene 7618	148901169	EG665395
56306	Sinhcaf	chr6	148921057.0	148946470.0	minus	SIN3-HDAC complex associated factor	148946470	Fam60a, Ppcs1, Pptcs1, Tera
109163	3010003L21Rik	chr6	148944857.0	148947129.0	plus	RIKEN cDNA 3010003L21 gene	148944857	
115486332	Gm25539	chr6	148967316.0	148967437.0	plus		148967316	
320560	Dennd5b	chr6	148988069.0	149101680.0	minus	DENN/MADD domain containing 5B	149101680	9330160C06Rik, AI852444, D030011O10Rik, Gm17524
108169179	Gm15779	chr6	149003897.0	149004362.0	plus		149003897	
108168695	Gm15781	chr6	149040980.0	149041350.0	plus		149040980	
100416845	Gm15780	chr6	149072707.0	149073637.0	plus	predicted gene 15780	149072707	
115489349	Gm23462	chr6	149074003.0	149074106.0	minus		149074106	
320204	Etfbkmt	chr6	149141476.0	149151171.0	plus	electron transfer flavoprotein beta subunit lysine methyltransferase	149141476	4833442J19Rik, AI256744, ETFB-KMT, Mettl20
232566	Amn1	chr6	149157261.0	149188712.0	minus	antagonist of mitotic exit network 1	149188712	5830467E07Rik, A230083D09, C730024G19Rik
67246	Resf1	chr6	149309409.0	149335663.0	plus	retroelement silencing factor 1	149309409	2810474O19Rik, 6720435I21Rik, AA536804, AU020969, GET
622481	Gm15784	chr6	149361502.0	149366370.0	plus	predicted gene 15784	149361502	EG622481, Gm1838
665441	Gm15786	chr6	149401669.0	149403002.0	plus	predicted gene 15786	149401669	EG665441
100418048	Gm15783	chr6	149406159.0	149406679.0	plus	predicted gene 15783	149406159	
12121	Bicd1	chr6	149408824.0	149563329.0	plus	BICD cargo adaptor 1	149408824	B830009D06Rik, bic-D 1
667182	Gm15785	chr6	149433198.0	149434591.0	minus		149434591	
436100	Gm21814	chr6	149566082.0	149586163.0	plus	predicted gene, 21814	149566082	6620401J10Rik
100416691	Gm18198	chr7	3097437.0	3098984.0	plus	predicted gene, 18198	3097437	
627003	Gm6727	chr7	3102318.0	3103844.0	minus	predicted gene 6727	3103844	EG627003
664817	Gm7353	chr7	3108548.0	3111963.0	minus	predicted pseudogene 7353	3111963	EG664817
115486498	Gm44451	chr7	3115941.0	3116297.0	minus		3116297	
73949	Speer9-ps1	chr7	3128146.0	3144992.0	plus	spermatogenesis associated glutamate (E)-rich protein 9, pseudogene 1	3128146	4930415A14Rik, SPEER-9, Speer9-ps
101055669	Gm29708	chr7	3149993.0	3151019.0	plus	predicted gene, 29708	3149993	
245128	AU018091	chr7	3154658.0	3169203.0	minus	expressed sequence AU018091	3169203	
100041503	Gm3375	chr7	3181089.0	3181959.0	plus	predicted gene 3375	3181089	100041503
100049710	Mir290a	chr7	3218626.0	3218708.0	plus	microRNA 290a	3218626	mir-290a, Mir290, Mirn290, mmu-miR-290, mmu-mir-290a
102465789	Mir290b	chr7	3218638.0	3218695.0	minus	microRNA 290b	3218695	mmu-mir-290b
378425	Nlrp12	chr7	3218643.0	3249771.0	minus	NLR family, pyrin domain containing 12	3249771	monarch-1, Nalp12, PYPAF7
100049715	Mir291a	chr7	3218919.0	3219000.0	plus	microRNA 291a	3218919	mir-291a, Mirn291a
100049711	Mir292	chr7	3219189.0	3219270.0	plus	microRNA 292	3219189	mir-292a, Mirn292, mmu-mir-292, mmu-mir-292a
102467000	Mir292b	chr7	3219198.0	3219259.0	minus	microRNA 292b	3219259	mmu-mir-292b
100124471	Mir291b	chr7	3219482.0	3219560.0	plus	microRNA 291b	3219482	mir-291b, Mirn291b, mmu-mir-291b
100049714	Mir293	chr7	3220343.0	3220422.0	plus	microRNA 293	3220343	mir-293, Mirn293, mmu-mir-293
100049712	Mir294	chr7	3220641.0	3220724.0	plus	microRNA 294	3220641	mir-294, Mirn294, mmu-miR-294
100049713	Mir295	chr7	3220773.0	3220841.0	plus	microRNA 295	3220773	mir-295, Mirn295, mmu-miR-295
257852	Gm20553	chr7	3264278.0	3265222.0	minus	predicted gene, 20553	3265222	GA_x5J8B7W3939-136239-135295
384710	Gm5340	chr7	3284599.0	3285474.0	minus	predicted gene 5340	3285474	384710
50918	Myadm	chr7	3289038.0	3299355.0	plus	myeloid-associated differentiation marker	3289038	D7Wsu62e
18752	Prkcg	chr7	3303532.0	3331099.0	plus	protein kinase C, gamma	3303532	Pkcc, PKCgamma, Prkcc
81904	Cacng7	chr7	3332027.0	3368221.0	plus	calcium channel, voltage-dependent, gamma subunit 7	3332027	
81905	Cacng8	chr7	3394042.0	3416266.0	plus	calcium channel, voltage-dependent, gamma subunit 8	3394042	
70230	3300002P13Rik	chr7	3421665.0	3423445.0	minus	RIKEN cDNA 3300002P13 gene	3423445	
54378	Cacng6	chr7	3423588.0	3435667.0	plus	calcium channel, voltage-dependent, gamma subunit 6	3423588	2310033H20Rik
102638484	Gm35037	chr7	3452310.0	3475833.0	plus		3452310	
245126	Tarm1	chr7	3486499.0	3502754.0	minus	T cell-interacting, activating receptor on myeloid cells 1	3502754	9930022N03Rik, Gm9904, OLT-2
115486447	Gm51440	chr7	3511116.0	3515678.0	minus		3515678	
232790	Oscar	chr7	3609813.0	3616157.0	minus	osteoclast associated receptor	3616157	mOSCAR, mOSCAR-M1, mOSCAR-M2, mOSCAR-M3
66091	Ndufa3	chr7	3617347.0	3620165.0	plus	NADH:ubiquinone oxidoreductase subunit A3	3617347	1010001M12Rik, 1700022J01Rik
69714	Tfpt	chr7	3620324.0	3629929.0	minus	TCF3 (E2A) fusion partner	3629929	2400004F01Rik, AI450389, Amida, FB1
68988	Prpf31	chr7	3629985.0	3642485.0	plus	pre-mRNA processing factor 31	3629985	1500019O16Rik, 2810404O06Rik, AW554706, PRP31, RP11
102638607	Gm15927	chr7	3631071.0	3645460.0	minus		3645460	
232791	Cnot3	chr7	3645247.0	3661109.0	plus	CCR4-NOT transcription complex, subunit 3	3645247	A930039N10Rik
100628594	Mir3572	chr7	3655962.0	3656047.0	plus	microRNA 3572	3655962	mir-3572, mmu-mir-3572
69757	Leng1	chr7	3660107.0	3665840.0	minus	leukocyte receptor cluster (LRC) member 1	3665840	1500001K17Rik
353499	Tmc4	chr7	3665754.0	3677553.0	minus	transmembrane channel-like gene family 4	3677553	
77582	Mboat7	chr7	3677789.0	3693189.0	minus	membrane bound O-acyltransferase domain containing 7	3693189	5730589L02Rik, BB1, Leng4, Lpiat, Lpiat1, LPLAT 7, m-mboa-7
66078	Tsen34	chr7	3693087.0	3701035.0	plus	tRNA splicing endonuclease subunit 34	3693087	0610027F08Rik, Leng5
76846	Rps9	chr7	3703954.0	3706897.0	plus	ribosomal protein S9	3703954	3010033P07Rik, AL022771, AL022885
18733	Pirb	chr7	3712505.0	3720382.0	minus	paired Ig-like receptor B	3720382	Gp91, Lilrb3, LIR-3, PIR-B
18722	Pira1	chr7	3731626.0	3739943.0	minus	paired-Ig-like receptor A1	3739943	6M21, Ly89, Pir, PIR-A1
